county_id,last_update,confirmed,new_confirmed,deaths,new_deaths,fatality_rate
6037,2020-03-23T00:00:00Z,540,131,8,3,0.015
6085,2020-03-23T00:00:00Z,321,19,13,3,0.04
6073,2020-03-23T00:00:00Z,226,25,1,0,0.004
6081,2020-03-23T00:00:00Z,142,25,1,0,0.007
6075,2020-03-23T00:00:00Z,131,23,0,0,0.0
6059,2020-03-23T00:00:00Z,125,30,0,0,0.0
6001,2020-03-23T00:00:00Z,122,16,1,1,0.008
6067,2020-03-23T00:00:00Z,88,35,4,1,0.045
6013,2020-03-23T00:00:00Z,71,10,1,0,0.014
6065,2020-03-23T00:00:00Z,46,3,6,0,0.13
6077,2020-03-23T00:00:00Z,51,10,2,0,0.039
6041,2020-03-23T00:00:00Z,47,9,0,0,0.0
6111,2020-03-23T00:00:00Z,35,5,1,0,0.029
6097,2020-03-23T00:00:00Z,29,2,1,0,0.034
6079,2020-03-23T00:00:00Z,33,6,0,0,0.0
6087,2020-03-23T00:00:00Z,22,7,0,0,0.0
6083,2020-03-23T00:00:00Z,18,0,0,0,0.0
6071,2020-03-23T00:00:00Z,17,0,0,0,0.0
6107,2020-03-23T00:00:00Z,16,4,0,0,0.0
6095,2020-03-23T00:00:00Z,21,7,0,0,0.0
6053,2020-03-23T00:00:00Z,14,3,1,0,0.071
6061,2020-03-23T00:00:00Z,20,8,1,0,0.05
6029,2020-03-23T00:00:00Z,12,7,0,0,0.0
6099,2020-03-23T00:00:00Z,10,2,0,0,0.0
6069,2020-03-23T00:00:00Z,6,1,1,0,0.167
6113,2020-03-23T00:00:00Z,6,0,1,0,0.167
6019,2020-03-23T00:00:00Z,6,0,0,0,0.0
6025,2020-03-23T00:00:00Z,6,0,0,0,0.0
6039,2020-03-23T00:00:00Z,6,3,0,0,0.0
6115,2020-03-23T00:00:00Z,3,0,0,0,0.0
6023,2020-03-23T00:00:00Z,2,0,0,0,0.0
6089,2020-03-23T00:00:00Z,2,1,0,0,0.0
6009,2020-03-23T00:00:00Z,2,0,0,0,0.0
6057,2020-03-23T00:00:00Z,3,2,0,0,0.0
6017,2020-03-23T00:00:00Z,2,0,0,0,0.0
6093,2020-03-23T00:00:00Z,2,0,0,0,0.0
6007,2020-03-23T00:00:00Z,2,1,0,0,0.0
6055,2020-03-23T00:00:00Z,2,0,0,0,0.0
6045,2020-03-23T00:00:00Z,1,0,0,0,0.0
6005,2020-03-23T00:00:00Z,2,1,0,0,0.0
6051,2020-03-23T00:00:00Z,1,0,0,0,0.0
6047,2020-03-23T00:00:00Z,1,0,0,0,0.0
26163,2020-03-23T00:00:00Z,638,161,8,3,0.013
26125,2020-03-23T00:00:00Z,329,52,4,2,0.012
26099,2020-03-23T00:00:00Z,175,35,2,1,0.011
26161,2020-03-23T00:00:00Z,42,7,0,0,0.0
26081,2020-03-23T00:00:00Z,28,6,1,0,0.036
26049,2020-03-23T00:00:00Z,23,9,0,0,0.0
26065,2020-03-23T00:00:00Z,12,1,0,0,0.0
26139,2020-03-23T00:00:00Z,11,5,0,0,0.0
26093,2020-03-23T00:00:00Z,9,1,0,0,0.0
26147,2020-03-23T00:00:00Z,7,0,0,0,0.0
26115,2020-03-23T00:00:00Z,7,1,0,0,0.0
26111,2020-03-23T00:00:00Z,5,0,0,0,0.0
26021,2020-03-23T00:00:00Z,5,2,0,0,0.0
,2020-03-23T00:00:00Z,4,2,0,0,0.0
26137,2020-03-23T00:00:00Z,3,2,0,0,0.0
26025,2020-03-23T00:00:00Z,3,1,0,0,0.0
26077,2020-03-23T00:00:00Z,3,3,0,0,0.0
26017,2020-03-23T00:00:00Z,2,1,0,0,0.0
26029,2020-03-23T00:00:00Z,2,0,0,0,0.0
26037,2020-03-23T00:00:00Z,2,0,0,0,0.0
26045,2020-03-23T00:00:00Z,2,0,0,0,0.0
26145,2020-03-23T00:00:00Z,2,0,0,0,0.0
26117,2020-03-23T00:00:00Z,1,0,0,0,0.0
26089,2020-03-23T00:00:00Z,1,0,0,0,0.0
26075,2020-03-23T00:00:00Z,1,0,0,0,0.0
26015,2020-03-23T00:00:00Z,1,0,0,0,0.0
26165,2020-03-23T00:00:00Z,1,0,0,0,0.0
26035,2020-03-23T00:00:00Z,1,0,0,0,0.0
26005,2020-03-23T00:00:00Z,1,0,0,0,0.0
26157,2020-03-23T00:00:00Z,1,0,0,0,0.0
26051,2020-03-23T00:00:00Z,1,0,0,0,0.0
26047,2020-03-23T00:00:00Z,1,0,0,0,0.0
26055,2020-03-23T00:00:00Z,1,0,0,0,0.0
26143,2020-03-23T00:00:00Z,1,0,0,0,0.0
26033,2020-03-23T00:00:00Z,1,0,0,0,0.0
26121,2020-03-23T00:00:00Z,1,1,0,0,0.0
26123,2020-03-23T00:00:00Z,1,1,0,0,0.0
17031,2020-03-23T00:00:00Z,922,117,9,5,0.01
17097,2020-03-23T00:00:00Z,96,27,0,0,0.0
17043,2020-03-23T00:00:00Z,95,16,0,0,0.0
,2020-03-23T00:00:00Z,63,61,0,0,0.0
17197,2020-03-23T00:00:00Z,24,3,1,0,0.042
17089,2020-03-23T00:00:00Z,18,5,0,0,0.0
17111,2020-03-23T00:00:00Z,12,0,0,0,0.0
17113,2020-03-23T00:00:00Z,7,1,1,0,0.143
17201,2020-03-23T00:00:00Z,5,1,0,0,0.0
17163,2020-03-23T00:00:00Z,4,1,0,0,0.0
17167,2020-03-23T00:00:00Z,4,0,1,0,0.25
17093,2020-03-23T00:00:00Z,4,0,0,0,0.0
17027,2020-03-23T00:00:00Z,3,0,0,0,0.0
17143,2020-03-23T00:00:00Z,3,0,0,0,0.0
17091,2020-03-23T00:00:00Z,3,1,0,0,0.0
17019,2020-03-23T00:00:00Z,3,0,0,0,0.0
17203,2020-03-23T00:00:00Z,2,0,0,0,0.0
17119,2020-03-23T00:00:00Z,2,0,0,0,0.0
17099,2020-03-23T00:00:00Z,2,1,0,0,0.0
17035,2020-03-23T00:00:00Z,1,0,0,0,0.0
17195,2020-03-23T00:00:00Z,1,0,0,0,0.0
17077,2020-03-23T00:00:00Z,1,0,0,0,0.0
17199,2020-03-23T00:00:00Z,1,0,0,0,0.0
17189,2020-03-23T00:00:00Z,1,0,0,0,0.0
17001,2020-03-23T00:00:00Z,1,0,0,0,0.0
17021,2020-03-23T00:00:00Z,1,0,0,0,0.0
17037,2020-03-23T00:00:00Z,1,0,0,0,0.0
17085,2020-03-23T00:00:00Z,1,0,0,0,0.0
17177,2020-03-23T00:00:00Z,1,0,0,0,0.0
17105,2020-03-23T00:00:00Z,1,0,0,0,0.0
17161,2020-03-23T00:00:00Z,1,0,0,0,0.0
17133,2020-03-23T00:00:00Z,1,1,0,0,0.0
12086,2020-03-23T00:00:00Z,278,51,0,0,0.0
12011,2020-03-23T00:00:00Z,263,46,3,0,0.011
12099,2020-03-23T00:00:00Z,89,17,3,2,0.034
12057,2020-03-23T00:00:00Z,75,17,0,0,0.0
12031,2020-03-23T00:00:00Z,50,11,1,0,0.02
12095,2020-03-23T00:00:00Z,48,15,2,0,0.042
12103,2020-03-23T00:00:00Z,41,3,0,0,0.0
12021,2020-03-23T00:00:00Z,39,6,0,0,0.0
12001,2020-03-23T00:00:00Z,36,1,0,0,0.0
12071,2020-03-23T00:00:00Z,30,4,2,0,0.067
12097,2020-03-23T00:00:00Z,25,1,0,0,0.0
12117,2020-03-23T00:00:00Z,22,3,0,0,0.0
12115,2020-03-23T00:00:00Z,21,4,0,0,0.0
12109,2020-03-23T00:00:00Z,18,2,0,0,0.0
12127,2020-03-23T00:00:00Z,16,2,0,0,0.0
12081,2020-03-23T00:00:00Z,15,2,1,0,0.067
12091,2020-03-23T00:00:00Z,14,0,0,0,0.0
12101,2020-03-23T00:00:00Z,14,3,1,0,0.071
12105,2020-03-23T00:00:00Z,13,2,0,0,0.0
12061,2020-03-23T00:00:00Z,10,2,0,0,0.0
12017,2020-03-23T00:00:00Z,9,1,0,0,0.0
12033,2020-03-23T00:00:00Z,9,5,0,0,0.0
12069,2020-03-23T00:00:00Z,9,3,0,0,0.0
12131,2020-03-23T00:00:00Z,9,5,0,0,0.0
12019,2020-03-23T00:00:00Z,8,1,2,1,0.25
12119,2020-03-23T00:00:00Z,8,3,0,0,0.0
12009,2020-03-23T00:00:00Z,7,0,0,0,0.0
12073,2020-03-23T00:00:00Z,6,1,1,0,0.167
12053,2020-03-23T00:00:00Z,5,0,0,0,0.0
12111,2020-03-23T00:00:00Z,5,2,0,0,0.0
12113,2020-03-23T00:00:00Z,4,1,1,0,0.25
12085,2020-03-23T00:00:00Z,4,2,0,0,0.0
12083,2020-03-23T00:00:00Z,4,1,0,0,0.0
12015,2020-03-23T00:00:00Z,3,1,0,0,0.0
12003,2020-03-23T00:00:00Z,3,1,0,0,0.0
12035,2020-03-23T00:00:00Z,3,2,0,0,0.0
12087,2020-03-23T00:00:00Z,2,1,0,0,0.0
12107,2020-03-23T00:00:00Z,2,0,0,0,0.0
12055,2020-03-23T00:00:00Z,2,1,0,0,0.0
12023,2020-03-23T00:00:00Z,2,0,0,0,0.0
12039,2020-03-23T00:00:00Z,1,0,0,0,0.0
12089,2020-03-23T00:00:00Z,1,0,0,0,0.0
12063,2020-03-23T00:00:00Z,1,0,0,0,0.0
12005,2020-03-23T00:00:00Z,1,0,0,0,0.0
12007,2020-03-23T00:00:00Z,1,0,0,0,0.0
12027,2020-03-23T00:00:00Z,1,0,0,0,0.0
